,word,urú,prefix,suffix
23692,contae,,,e
23693,fhorordaíonn,,,aíonn
23694,Seiftithe,,,ithe
23695,Lán-Ghaeilge,,,e
23696,neamhghiorraithe,,neamh,aithe
23697,neamhthionlactha,,neamh,tha
23698,gar-dhiúltach,,gar,ach
23699,dToghthóirí,d,,í
23700,Chánachas,,,achas
23701,apigenin,,,in
23702,creidiúint,,,úint
23703,grafacha,,,acha
23704,comhchaighdéain,,comh,in
23705,deimhnithe,,,ithe
23706,Chasacstáin,,,in
23707,einsímí,,,í
23708,labhraímid,,,aímid
23709,amuinisean,,am,sean
23710,pollán,,,án
23711,hÍocaíochtaí,h,,taí
23712,cloisimid,,,imid
23713,chlárathóir,,,thóir
23714,loingsíodh,,,íodh
23715,príomhoifigigh,,príomh,igh
23716,saorfaí,,,aí
23717,frith-trasnaíochta,,frith,ta
23718,atrealmhú,,,ú
23719,bhfillteán,bh,,eán
23720,athuimhreofar,,ath,far
23721,híomhánna,h,,na
23722,feabhsúchán,,,án
23723,Chinedhíothú,,,ú
23724,bithshonraí,,bith,aí
23725,eisítear,,,ítear
23726,comhlánadh,,comh,adh
23727,Australia,,,ia
23728,iompórtálann,,,lann
23729,criosantamaim,,,aim
23730,deimhneacht,,,eacht
23731,comhghuaillithe,,comh,ithe
23732,tríocha-ceathrú,,trí,ú
23733,dhéimeagrafacha,,,acha
23734,lomóide,,,e
23735,dí-chlúdach,,dí,ach
23736,gCúige,g,,e
23737,Raithin,,,in
23738,morgáiste,,,te
23739,dtéachtadh,d,,adh
23740,sheas,,,eas
23741,Ionchoisne,,,ne
23742,neamh-idirdhealú,,neamh,alú
23743,foirmiúil,,fo,úil
23744,fhorchuirfear,,,fear
23745,dhealraítear,,,ítear
23746,mhéideanna,,,eanna
23747,trealmhaithe,,,aithe
23748,Teorainneacha,,,eacha
23749,amharc-ealaín,,am,ín
23750,gcionroinnfí,g,,fí
23751,Meánach,,,ach
23752,huisce-chúrsaí,h,,aí
23753,comharsanacht,,comh,acht
23754,déirí,,dé,í
23755,draenacha,,,acha
23756,thaitneamhachtaí,,,taí
23757,Tuirce,,,e
23758,t-iasachtaí,t-,,taí
23759,Ola,,,a
23760,formheasfaidh,,for,faidh
23761,Aistrítear,,,ítear
23762,Dhiúltaigh,,,aigh
23763,shinsearaigh,,,aigh
23764,Meastar,,,tar
23765,ghlaofar,,,far
23766,fhaillíonn,,,íonn
23767,tógtar,t,,tar
23768,nglacann,n,,ann
23769,mór-dhíoltóir,,mór,tóir
23770,dheas,,,eas
23771,mhaslach,,,ach
23772,fhuar-stóras,,,as
23773,chartúin,,,in
23774,córach,,,ach
23775,miotalaithe,,,aithe
23776,Folctha,,,tha
23777,ghunnadóra,,,ra
23778,ian,,,an
23779,ligtear,,,ear
23780,Astaíochtaí,,,taí
23781,Comhdháil,,,áil
23782,dheighleálaí,,,aí
23783,Sainmhínithe,,,ithe
23784,fhágfa,,,a
23785,dhíchuachadh,,,adh
23786,Taiscí,,,í
23787,Loingsiú,,,iú
23788,tragóidí,,,í
23789,bodhlaí,,,aí
23790,bhuachan,,,chan
23791,tsaineolais,t,,ais
23792,cinnfear,,cinn,fear
23793,tiúchain,t,,in
23794,Bharántúla,,,a
23795,infheidhmeacht,,in,eacht
23796,Alpach,,,ach
23797,reachtúcháin,,,in
23798,friotachas,,,achas
23799,ráthaíonn,,,aíonn
23800,díothú,,dí,ú
23801,cluiche,,,e
23802,fhiarfaí,,,aí
23803,d'fhógraí,d',,aí
23804,aineolas,,ain,as
23805,Currach,,,ach
23806,chraobhscaoileadh,,,eadh
23807,Foirmle,,,e
23808,áise,,,se
23809,neamhchumasach,,neamh,ach
23810,insamhlóirí,,in,í
23811,dearbhuítear,,dearbh,ítear
23812,d'athcheapadh,d',ath,adh
23813,bhfaiche,bh,,e
23814,tonnfhad,t,,ad
23815,sceimhlitheoireachta,,,ta
23816,gratia,,,ia
23817,dtoscaireacht,d,,eacht
23818,stáit,,,áit
23819,Cuideachtana,,,na
23820,samplach,,,ach
23821,láithreacha,,,eacha
23822,lna,,,na
23823,nuálach,,,ach
23824,ceachta,,,ta
23825,uaireadóir,,,adóir
23826,fonascúla,,fo,a
23827,Eabhraigh,,,aigh
23828,bairrí,,bairr,í
23829,inscartha,,in,tha
23830,comórfar,,,far
23831,Leordhóthanacht,,,acht
23832,dóirse,,dó,se
23833,ceadunas,,,as
23834,céadfhoilsíodh,,céad,íodh
23835,Sneachta,,,ta
23836,Trédhearcachta,,,ta
23837,éadálach,,éa,ach
23838,fearr-chleachtais,,fear,ais
23839,crostagairtí,,cros,tí
23840,tairbhí,t,,í
23841,gcothaithigh,g,,igh
23842,lochtacha,,,acha
23843,Shocraigh,,,aigh
23844,comhréiteach,,comh,each
23845,pasanna,,,anna
23846,naíonmharú,,naí,ú
23847,chaithim,,,im
23848,Imscrúduithe,,,ithe
23849,sár-riachtanacha,,sár,acha
23850,leadránacht,,,acht
23851,Scaoileadh,,,eadh
23852,áirithiú,,,iú
23853,mbreithniú,m,,iú
23854,Lotnaidicídí,,,í
23855,chuótaí,,,taí
23856,coinníodh,,,íodh
23857,bhuanlaghdóidh,,,óidh
23858,bíobalta,,,ta
23859,seachtain,,seacht,in
23860,fréamhaithe,,,aithe
23861,hidir-thréimhse,h,idir,se
23862,Cothú,,,ú
23863,gcruthuighidh,g,,idh
23864,gcláruithe,g,,ithe
23865,fiosruithe,,,ithe
23866,marmaláidí,,,í
23867,Máirín,,,ín
23868,Shocraíomar,,,íomar
23869,haosaigh,h,,aigh
23870,ceilte,,,te
23871,luathfhágála,,luath,a
23872,Moslamacha,,,acha
23873,ribeanúicléasach,,,ach
23874,fhochatagóir,,,óir
23875,mheicniúil,,,úil
23876,iniúchfar,,in,far
23877,aimpliú,,,iú
23878,gcúiseofar,g,,far
23879,mhargála,,,a
23880,taithíochta,t,,ta
23881,Mhianrúla,,,a
23882,8-méadar,,,méadar
23883,Idirnasctha,,,tha
23884,staidiamaí,,,aí
23885,Cháilíochta,,,ta
23886,seoladóir,,,adóir
23887,Mara,,,ra
23888,gcontaethe,g,,the
23889,Faisnéiseoir,,,eoir
23890,tráthúlacht,,,acht
23891,grúpálacha,,grúp,acha
23892,chóimeáil,,,áil
23893,Dealramh,,,amh
23894,fuarú,,,ú
23895,laigheaduíodh,,,íodh
23896,lenahOifigeach,,,each
23897,Cheanadach,,,ach
23898,eadóirseachta,,,ta
23899,chomheagras,,,as
23900,duais-aicmí,,,í
23901,cháilí,,,í
23902,Franklin,,,in
23903,dallraitheacht,,,eacht
23904,cheachtar,,,tar
23905,inchomparáide,,in,e
23906,cuibheach,,,each
23907,dialóg,,dia,óg
23908,veirteabracha,,,acha
23909,fulaingíonn,,,íonn
23910,nguthán,n,,án
23911,dhriogáit,,,áit
23912,Neamhcheangailte,,,te
23913,cathartha,,,tha
23914,Julia,,,ia
23915,bhárdas,,,as
23916,cileavatuaireanta,,cilea,ta
23917,nGnóthaí,n,,aí
23918,die,,,e
23919,plandáilte,,,te
23920,Fhuinneamh,,,amh
23921,húdarú,h,,ú
23922,t-saoróg,t-,,óg
23923,liachleachtóra,,,ra
23924,disciplín,,dis,ín
23925,críléise,,,se
23926,bhogaimid,,,aimid
23927,grinnfhiosrúcháin,,,in
23928,mhaoiniú,,,iú
23929,Ceann,,,eann
23930,d'ócáidí,d',,í
23931,thaispeánfas,,,fas
23932,n-imríonn,n-,im,íonn
23933,aisíochta,,ais,ta
23934,lugha,,,a
23935,Sílim,,,im
23936,theidlíochtaí,,,taí
23937,ballóide,,,e
23938,rannán,,,án
23939,mháinliaigh,,,aigh
23940,toscairí,t,,í
23941,scoilbhliana,,,na
23942,impleacht,,im,eacht
23943,cothabhálfaidh,,,faidh
23944,an-taitneamhach,,an,ach
23945,Shannadh,,,adh
23946,héilín,h,,ín
23947,inchiallaíos,,in,íos
23948,Insliú,,,iú
23949,fhógraítear,,,ítear
23950,an-comhlacht,,an,acht
23951,gamhain,,,in
23952,thí,,,í
23953,star,,,tar
23954,scile,,,e
23955,íola,,,a
23956,thromaíocht,,,aíocht
23957,Rialtóirí,,,í
23958,Besiktas,,,tas
23959,hurraíodh,h,ur,íodh
23960,phuiblíocht,,,íocht
23961,céatadáin,,,in
23962,praiticiúil,,,úil
23963,eisitheoir,,eisi,eoir
23964,Triantánachta,,,ta
23965,meaisínithe,,,ithe
23966,hiarratasóir,h,iar,óir
23967,shlándála,,,a
23968,sholáthruíonn,,,íonn
23969,toradh,t,,radh
23970,séaraigh,,,aigh
23971,gheofar,,,far
23972,ASICSamerica,,,a
23973,Maltese,,,se
23974,chumadóirí,,,í
23975,Eíre,,,e
23976,Rhinolophidae,,,e
23977,sheoltaí,,,taí
23978,comhlánaíodh,,comh,íodh
23979,réadlann,,réa,lann
23980,díchumais,,dí,ais
23981,díothachta,,dí,ta
23982,nGlactar,n,,tar
23983,mharcaigh,,,aigh
23984,nochtfar,,,far
23985,uiriste,,,te
23986,chasú,,,ú
23987,ginearálta,,,ta
23988,Theicneolaíocht,,,aíocht
23989,cheaintín,,,ín
23990,corparáide,,,e
23991,inchosanta,,in,ta
23992,curacán,,,acán
23993,inchúitithe,,in,ithe
23994,Deastógála,,,a
23995,Leathnú,,,ú
23996,athmhúnlaithe,,ath,aithe
23997,gComh-aireacht,g,,eacht
23998,stainnín,,,ín
23999,fhoirceannfaidh,,,faidh
24000,congantóir,,,tóir
24001,chlós,,,ós
24002,ghineann,,,eann
24003,Beilge,,,e
24004,ilchasta,,il,ta
24005,hintseamhnú,h,in,ú
24006,contae-bhuirge,,,e
24007,Sealbhóidh,,,óidh
24008,oileánda,,,da
24009,athbhreithnithe,,ath,ithe
24010,Frithimghabháil,,,áil
24011,bunreachta,,bun,ta
24012,folcadáin,,fo,in
24013,tiniúchóir,t,,óir
24014,dtuigfear,d,,fear
24015,Charbóin,,,in
24016,an-suntasach,,an,ach
24017,cothabháltar,,,tar
24018,riarthóir,,,thóir
24019,fhoroinn,,,inn
24020,Staitisticí,,,í
24021,inmheasúnaithe,,in,aithe
24022,Sparánachta,,,ta
24023,Fháltais,,,ais
24024,díthocsain,,dí,in
24025,gcothabhálaithe,g,,aithe
24026,thuillfeadh,,,eadh
24027,cornaí,,,aí
24028,chuasán,,,án
24029,theacht,,,eacht
24030,fauce,,,e
24031,gcóipeanna,g,,eanna
24032,bhúistéirí,,,í
24033,mBialann,m,,lann
24034,Dhlithe,,,ithe
24035,Lámhainní,,,í
24036,fíorasacha,,fíor,acha
24037,áirnéise,,,se
24038,seisear,,,ear
24039,milis,,,is
24040,mheasúnaítear,,,ítear
24041,easnamhach,,eas,ach
24042,Formheasfar,,,far
24043,bróidnéireacht,,,eacht
24044,mháthair-dhlí,,,í
24045,d'imthosca,d',im,a
24046,calaoiseach,,,each
24047,Champagne,,,ne
24048,chúrsaíocht,,,aíocht
24049,leathcheannais,,leath,ais
24050,agComhdhálacha,,,acha
24051,chruthaithe,,,aithe
24052,infridhearga,,infri,ga
24053,Bainteacht,,,eacht
24054,Seolaithe,,,aithe
24055,folmhaí,,fo,aí
24056,giorrúchán,,,án
24057,nDáileoirí,n,,í
24058,Measta,,,ta
24059,chomhlacht,,,acht
24060,Éirigh,,,igh
24061,neamhnithe,,neamh,ithe
24062,d'amannta,d',am,ta
24063,neamhíocaíocht,,neamh,aíocht
24064,réamhchúramaí,,réamh,aí
24065,monarú,,mona,ú
24066,scrollaigh,,,aigh
24067,bpróis,b,,óis
24068,athcháileoidh,,ath,idh
24069,cháinliosta,,,ta
24070,d'ionfhabhtuithe,d',ion,ithe
24071,pionóis,,,óis
24072,Chreideamh,,,amh
24073,inrochtaine,,in,ne
24074,dlíthiúlacht,,,acht
24075,Eagróidh,,,óidh
24076,bhéarfa,,,a
24077,d'Ard-Mhéara,d',,ra
24078,Gléasta,,,ta
24079,dtionscnamh,d,,amh
24080,oibrigh,,,igh
24081,Víne,,,ne
24082,sheolas,,,as
24083,Feadfaidh,,,faidh
24084,urraithe,,ur,aithe
24085,ceistiú,,,iú
24086,ionannú,,ion,ú
24087,Sóifia,,,ia
24088,leictreach,,leictrea,each
24089,dleachtanna,,,anna
24090,Tennessean,,,sean
24091,téama,t,,a
24092,n-onnmhairí,n-,,í
24093,tarscaoilte,t,tar,te
24094,muiríne,,,ne
24095,Choireachta,,,ta
24096,Thras-Eorpaigh,,,aigh
24097,Buaileann,,,eann
24098,Bialann,,,lann
24099,t-airnéismhorgáiste,t-,,te
24100,díluchtaithe,,dí,aithe
24101,réamhíocanna,,réamh,anna
24102,gramadach,,,ach
24103,nialasach,,,ach
24104,fianán,,fia,án
24105,Cronin,,,in
24106,Ealaín,,,ín
24107,chorprófar,,,ófar
24108,n-órdóidh,n-,,óidh
24109,teilgeoir,t,,eoir
24110,dhícheallú,,,ú
24111,Réitíonn,,,íonn
24112,Darach,,,ach
24113,chomhchomhairle,,,e
24114,mheastachán,,,achán
24115,Shimpliú,,,iú
24116,Dhéanta,,,ta
24117,Leabharlanna,,,anna
24118,béaloideas,,,eas
24119,gcoinneoidh,g,,idh
24120,hUathachas,h,,achas
24121,lambda,,,da
24122,trasnaíl,,tras,aíl
24123,Mhearaigh,,,aigh
24124,gníomhaíochta,,,ta
24125,Godhead,,,ad
24126,Líonfar,,,far
24127,Croineolaíocht,,,aíocht
24128,chumhrán,,,án
24129,Ra,,,a
24130,Thoghlaigh,,,aigh
24131,bhfáidheoireacht,bh,,eacht
24132,bhogadh,,,adh
24133,ceadmhach,,,ach
24134,fhruiliú,,,iú
24135,mhiocróbacha,,,acha
24136,sroicheadh,,,eadh
24137,shaothrú,,,ú
24138,iarscoile,,iar,e
24139,chomhghealltanas,,,tanas
24140,síochánaíocht,,,aíocht
24141,contrártha,,,tha
24142,nOllscoileanna,,,eanna
24143,pléadh,,,adh
24144,Chóiriú,,,iú
24145,luibheoirí,,,í
24146,fheithicle,,,e
24147,foighne,,fo,ne
24148,haiscí,h,ais,í
24149,cóimheas,,,eas
24150,leasmhar,,leas,mhar
24151,Feidhmithe,,,ithe
24152,fhothú,,,ú
24153,táirgtheoirí,t,,í
24154,páirtigh,,páirt,tigh
24155,oblagáidí,,,í
24156,Chéadchláraithe,,,aithe
24157,fheirme,,,e
24158,tréimhse,,tré,se
24159,an-sásta,,an,ta
24160,ghlana,,,na
24161,Comhsheasmhacht,,,acht
24162,roghnach,,ro,ach
24163,díolaíocht,,dí,aíocht
24164,margalainne,,,ne
24165,saineolais,,sain,ais
24166,dúbláide,,dú,e
24167,ngníomhas,n,,as
24168,niompróidh,,,óidh
24169,Sonra,,,ra
24170,Feidhmíochta,,,ta
24171,ard-toirchithe,,ard,ithe
24172,núicléacha,,,acha
24173,chas,,,as
24174,Nuachta,,,ta
24175,seasfadh,,,fadh
24176,riachtanaisí,,,í
24177,reviewsscríbhneoirí,,,í
24178,neamháitithe,,neamh,ithe
24179,tascradh,t,,radh
24180,chomhordúcháin,,,in
24181,fhoilsíodh,,,íodh
24182,fhíréanú,,,ú
24183,táchtach,t,,ach
24184,gineadóra,,,ra
24185,chuairdíní,,,í
24186,Leslie,,,e
24187,Feidhmigh,,,igh
24188,costasaí,,,aí
24189,trasrian,,tras,an
24190,dtreis,d,,is
24191,déanach,,dé,ach
24192,thortóirí,,,í
24193,húsáidí,h,,í
24194,gcáilíochta,g,,ta
24195,shainseachadadh,,,adh
24196,teibí,t,,í
24197,thoghfadh,,,fadh
24198,crampaí,,,aí
24199,Giúdacha,,,acha
24200,láncheadúnas,,,únas
24201,Soluite,,,te
24202,Caipitiúla,,,a
24203,araíonacht,,,acht
24204,thograíonn,,,aíonn
24205,Roghanaigh,,,aigh
24206,Breithiúnas,,,únas
24207,tras-chruthach,,tras,chruthach
24208,mheasúnaithe,,,aithe
24209,fhadghránach,,,ach
24210,clanna,,,anna
24211,mhaistíní,,,í
24212,ríomhstampa,,ríomh,a
24213,mboscaí,m,,aí
24214,Teaghlachas,,,achas
24215,beaga,,beag,ga
24216,stathfaidh,,,faidh
24217,iontaofacht,,ion,acht
24218,Óna,,,na
24219,Ráithiúla,,,a
24220,dhí-armáil,,,áil
24221,gnóthachtála,,,a
24222,athchuirfear,,ath,fear
24223,Altunizade,,,e
24224,Iarratas,,,tas
24225,n-oidhreachtán,n-,,án
24226,craobhacha,,,acha
24227,Sedanghkan,,,an
24228,bainistiú,,bain,iú
24229,dtosnaíonn,d,,aíonn
24230,shean-sliogáin,,,in
24231,Giorrúcháin,,,in
24232,gcruthuítear,g,,ítear
24233,bunscéalta,,bun,ta
24234,bulaíochta,,,ta
24235,matamaiticiúla,,,a
24236,chuimsigh,,,igh
24237,mhuilneoireachta,,,ta
24238,fhisiceimiceach,,,each
24239,Trádáil,,,áil
24240,damhsaí,,,aí
24241,Bua,,,a
24242,chosmaidí,,,í
24243,eroticheskie,,,e
24244,chearnóg,,,óg
24245,sicréideachta,,,ta
24246,theaghaise,,,se
24247,pro-teaghlaigh,,,aigh
24248,caomhnaíonn,,,aíonn
24249,Cithfholcadáin,,,in
24250,hionstraimí,h,ion,í
24251,Earrach,,,ach
24252,fhanfidh,,,fidh
24253,Diúltóidh,,,óidh
24254,Socraíonn,,,aíonn
24255,ghearánaí,,,aí
24256,d'fhaidiú,d',,iú
24257,gnóthaire,,,aire
24258,Dhúisigh,,,igh
24259,fhíonta,,,ta
24260,gearmáiniam,,,iam
24261,Ezra,,,ra
24262,théarnaithe,,,aithe
24263,hipearpláis,h,hipear,áis
24264,Breandán,,,án
24265,dheiseanna,,,eanna
24266,dtarchuirtear,d,tar,ear
24267,foirmlithe,,fo,ithe
24268,fhaighteoirí,,,í
24269,t-easportálaí,t-,eas,aí
24270,bhólachta,,,ta
24271,gcruthófaí,g,,ófaí
24272,roimh-thréimhse,,ro,se
24273,Bia,,,ia
24274,Steipeanna,,,eanna
24275,aimfibigh,,,igh
24276,gháire,,,ire
24277,spriongaí,,,aí
24278,athghrádú,,ath,ú
24279,modhnófar,,,ófar
24280,mb'amhlaidh,m,,aidh
24281,claspaí,,,aí
24282,guitéirí,,,í
24283,dhí-ghalrú,,,ú
24284,freagarthachta,,,ta
24285,thráthnóna,,,na
24286,comhsheasmhachta,,comh,ta
24287,Neamh-Inbhraite,,,te
24288,ghearrthacha,,,acha
24289,Scríbhneoir,,,eoir
24290,fiachrach,,fia,ach
24291,gcoinneofar,g,,far
24292,d'oifigigh,d',,igh
24293,aireachta,,,ta
24294,infheistíocht,,in,íocht
24295,ardmhéara,,ard,ra
24296,athchursáil,,ath,áil
24297,thrasteorann,,,ann
24298,thomhaltas,,,tas
24299,Ghaeilgeoirí,,,í
24300,Aisíocaíocht,,,aíocht
24301,Creidim,,,im
24302,rásaíochta,,,ta
24303,Feiniméan,,,an
24304,fhéad,,,éad
24305,bhíim,,,im
24306,ndeonfar,n,,far
24307,grianghrafadóir,,grian,adóir
24308,ardéifeachtachta,,ard,ta
24309,idir-réigiúnach,,idir,ach
24310,Ankara-Konya,,,a
24311,JeuneAfrique,,,e
24312,suibscríofa,,,a
24313,comhdú,,comh,ú
24314,dtuairimí,d,,í
24315,Meánluach,,,ach
24316,sainnithe,,sain,ithe
24317,hiomportáladh,h,,adh
24318,dhíospóid,,,óid
24319,d'aintín,d',ain,ín
24320,Cultúrtha,,,tha
24321,Mód,,,ód
24322,bheartaítear,,,ítear
24323,institiúideach,,in,each
24324,uaslódáilte,,uas,te
24325,bpian,b,,an
24326,bhreise,,,se
24327,fhógróidh,,,óidh
24328,forbróidh,,for,óidh
24329,tuirse,t,,se
24330,gcuibhreann,g,,eann
24331,fhianuithe,,,ithe
24332,tréas,,tré,as
24333,Céadaoin,,,in
24334,dhlínse,,,se
24335,ghlaoiteora,,,ra
24336,Chomhaigh,,,aigh
24337,dea-chleachtais,,dea,ais
24338,hOibreacha,h,,eacha
24339,ardaithe,,ard,aithe
24340,Litríochtaí,,,taí
24341,comhoibreoidh,,comh,idh
24342,Cad,,,ad
24343,dtosnuíonn,d,,íonn
24344,Bunreachtanna,,,anna
24345,tsighniú,t,,iú
24346,coibhneas,,,eas
24347,pacáistithe,,,ithe
24348,ard-ualach,,ard,ach
24349,bhriogáide,,,e
24350,phéinteála,,,a
24351,DÃoiche,,,e
24352,Tograí,,,aí
24353,dheolchaire,,,aire
24354,stampaí,,,aí
24355,Uirbigh,,,igh
24356,indírigh,,in,igh
24357,choinsínithe,,,ithe
24358,tuairteora,t,,ra
24359,fíorais,,fíor,ais
24360,tosóidh,t,,óidh
24361,bhlian,,,an
24362,chóiríocht,,,íocht
24363,shaolta,,,ta
24364,tríocha,,trí,a
24365,dheimhnigh,,,igh
24366,cháiliú,,,iú
24367,cóngaracha,,,acha
24368,theicneoir,,,eoir
24369,príomhchuspóir,,príomh,óir
24370,Aicme,,,e
24371,smeacht,,,eacht
24372,Idirthréimhseach,,,each
24373,luathchánach,,luath,ach
24374,sástacht,,,tacht
24375,dtúis,d,,is
24376,friochadh,,,adh
24377,chríochnaítear,,,ítear
24378,pearsantú,,,ú
24379,chaighdeán,,,eán
24380,Múinteorí,,,í
24381,phúbasach,,,ach
24382,oisrí,,,í
24383,Chódhuille,,,e
24384,trastomhas,,tras,as
24385,gcoiscthear,g,,ear
24386,gcontaetha,g,,tha
24387,choirmeacha,,,eacha
24388,treabhadh,,,adh
24389,clós,,,ós
24390,phríomhriosca,,,a
24391,hearráide,h,,e
24392,d'fhorbraíomar,d',,íomar
24393,chreata,,,ta
24394,cleasanna,,,anna
24395,íseal-riosca,,,a
24396,cuisneoirí,,,í
24397,féin-mheastóireacht,,féin,eacht
24398,súmáil,,,áil
24399,fhógródh,,,ódh
24400,athnuachan,,ath,chan
24401,mheasfar,,,far
24402,dhónn,,,nn
24403,mballaí,m,,aí
24404,thosnuithe,,,ithe
24405,lasán,,las,án
24406,próiseálann,,,lann
24407,mí-réasúnach,,mí,ach
24408,bhFormhuiniú,bh,,iú
24409,tráil,,,áil
24410,an-oiriúnach,,an,ach
24411,einsím,,,ím
24412,dho-bhréagnuithe,,,ithe
24413,heagraíodh,h,,íodh
24414,Réadlann,,,lann
24415,cheapachán,,,achán
24416,comhar-árachas,,comh,achas
24417,tsaorise,t,,se
24418,lómhar,,,mhar
24419,ardscoile,,ard,e
24420,admhaítear,,,ítear
24421,shásra,,,ra
24422,bród,,,ód
24423,díbeartha,,dí,tha
24424,comhfhóraim,,comh,aim
24425,suthain,,,in
24426,leata,,,ta
24427,allmhaireora,,,ra
24428,gCeiliúradh,g,,radh
24429,teibíocht,t,,íocht
24430,gearmáinis,,,is
24431,t-eagras,t-,,as
24432,geografacha,,geo,acha
24433,n-aistriú,n-,ais,iú
24434,Iar-Phoblacht,,,acht
24435,driogadh,,,adh
24436,Sráideanna,,,eanna
24437,Fuatha,,,tha
24438,phríomh-oifigeach,,,each
24439,ilteangachais,,il,ais
24440,Fheabhsú,,,ú
24441,shéú,,,ú
24442,n-urscaoilfí,n-,ur,fí
24443,chomóradh,,,radh
24444,ráileacha,,,eacha
24445,bhardais,,,ais
24446,d'Fhéile,d',,e
24447,thiocfas,,,fas
24448,mhaireas,,,eas
24449,modhann,,,ann
24450,bplódú,b,,ú
24451,chroineolaíocht,,,aíocht
24452,bhfillteáin,bh,,in
24453,d'fhuinneoga,d',,ga
24454,íoclainne,,,ne
24455,gceamara,g,,ra
24456,ballraíochta,,,ta
24457,réamhchúraimí,,réamh,í
24458,Choimeádaithe,,,aithe
24459,rabharta,,,ta
24460,n-bhfiacha,,,acha
24461,uathphróiseáil,,uath,áil
24462,tras-scríbhinn,,tras,inn
24463,lorgaireachta,,,ta
24464,athinmhiú,,ath,iú
24465,Gáis,,,áis
24466,choinnigh,,,igh
24467,méadaithe,,,aithe
24468,d'ionadaí,d',ion,aí
24469,criosú,,,ú
24470,bhfostaí,bh,fo,taí
24471,iomchuibhe,,,e
24472,neamh-inaistrithe,,neamh,ithe
24473,chomhghnéithe,,,ithe
24474,geallann,,,lann
24475,droim,,,im
24476,Taiscfear,,,fear
24477,Snáithe,,,ithe
24478,caighdeánach-iarrachtaí,,,taí
24479,féin-feabhsú,,féin,ú
24480,Ciorcláin,,,in
24481,Uathúla,,,a
24482,seice,,,e
24483,hoiméastáis,h,hoiméa,áis
24484,Normainne,,,ne
24485,Idirinstitiúidigh,,,igh
24486,Láraonad,,,ad
24487,bheartais,,,ais
24488,ghlanfaidh,,,faidh
24489,samha,,,a
24490,aibreán,,,eán
24491,Nua-Shéalannach,,,ach
24492,fulaingeadh,,,eadh
24493,fiuchadh,,,adh
24494,foluití,,fo,tí
24495,Féadann,,,ann
24496,Lochlann,,,lann
24497,Balcáin,,,in
24498,mhíthreorach,,,ach
24499,Bhreisoideachais,,,ais
24500,fáthmheasta,,,ta
24501,lámhscríbhinní,,,í
24502,seirbhísiú,,,iú
24503,forlíontacha,,for,acha
24504,t-eolaire,t-,eo,aire
24505,cóireáil,,,áil
24506,shliogán,,,gán
24507,Soladach,,,ach
24508,Céime,,,e
24509,rollóirí,,ro,í
24510,frithbhearta,,frith,ta
24511,eatortha,,,tha
24512,tumtha,t,,tha
24513,Cuidiú,,,iú
24514,bpríomhfhachtóirí,b,príomh,í
24515,Chisteán,,,eán
24516,ciliméadar,,,méadar
24517,dhreapadh,,,adh
24518,dea-choimeádta,,dea,ta
24519,gan,,,an
24520,ghléasadh,,,adh
24521,Athbhreithnigh,,,igh
24522,Andúile,,,e
24523,haoise,h,,se
24524,cineachadh,,,adh
24525,séiplíneach,,,each
24526,iomaitheoir,,,eoir
24527,fo-earnálacha,,fo,acha
24528,salanda,,,da
24529,chreatchonradh,,,radh
24530,núis,,,is
24531,Feamainn,,,inn
24532,trasráillí,,tras,í
24533,gcuirfe,g,,e
24534,breithiúnacha,,,acha
24535,toiliú,t,,iú
24536,Iarscríbhin,,,in
24537,Buanchónaitheora,,,ra
24538,an-gcodarsnacht,,an,acht
24539,Chúramaí,,,aí
24540,Sóisearaí,,,aí
24541,fearaistí,,fear,tí
24542,beifear,,,fear
24543,ard-íonachta,,ard,ta
24544,trédhearcachta,,tré,ta
24545,Eascanna,,,anna
24546,tháscairí,,,í
24547,paisinéara,,,ra
24548,muilneoir,,,eoir
24549,Bhranda,,,da
24550,2adh,,,adh
24551,shinsearachta,,,ta
24552,pléifear,,,fear
24553,tánaisteach,t,,each
24554,dearbhuithe,,dearbh,ithe
24555,fionraíochtaí,,,taí
24556,mbreithiúnas,m,,únas
24557,déantúsóirí,,dé,í
24558,stáirse,,,se
24559,Dalta,,,ta
24560,Impostazione,,,ne
24561,ngoillfe,n,,e
24562,tolladh,t,,adh
24563,alcólach,,,ach
24564,íochta,,,ta
24565,fhearthainn,,,inn
24566,bhuanú,,,ú
24567,Laoise,,,se
24568,tsaortha,t,,tha
24569,cló-scríobhadh,,,adh
24570,spionáiste,,,te
24571,chreidiúna,,,na
24572,Seice,,,e
24573,alla,,,a
24574,eolach,,eo,ach
24575,mba,m,,a
24576,thástálann,,,lann
24577,coscaire,,,aire
24578,tuí,t,,í
24579,Breataineach,,,each
24580,t-oidhreachtán,t-,,án
24581,neamhlonrach,,neamh,ach
24582,d'úinéir-áititheoirí,d',,í
24583,toscaí,t,,aí
24584,shireadh,,,eadh
24585,Mínigh,,,igh
24586,luáitear,,,ear
24587,meascaithe,,,aithe
24588,cliathbhoscaí,,,aí
24589,Infheisteoidh,,,idh
24590,lachtaigh,,lacht,aigh
24591,Arachú,,,ú
24592,dhleachtanna,,,anna
24593,Aguisín,,,ín
24594,Dáileacháin,,,in
24595,Slándála,,,a
24596,Guthrie,,,e
24597,churthaisteach,,,each
24598,hIúgslaive,h,,e
24599,Iompórtáilte,,,te
24600,cordaithe,,,aithe
24601,bpolaiteoirí,b,pola,í
24602,fómhais,,,ais
